"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50"
"myframe_S","E1","10","0.0148","0.0318","0.0485","0.0663","0.0815","0.0966","0.1333","0.1759"
"myframe_S","E1","15","0.0196","0.0387","0.0628","0.0843","0.1062","0.1276","0.1735","0.2229"
"myframe_S","E1","30","0.0283","0.058","0.0877","0.1169","0.1461","0.1749","0.2389","0.3049"
"myframe_S","E1","45","0.0368","0.0717","0.1076","0.1382","0.1777","0.2144","0.2928","0.3753"
"myframe_S","E1","80","0.0479","0.0972","0.1473","0.1943","0.244","0.2933","0.3917","0.4887"
"myframe_S","E1","130","0.058","0.1218","0.1789","0.2398","0.2979","0.3586","0.4732","0.5786"
"myframe_S","E1","215","0.0803","0.1569","0.2374","0.3168","0.3882","0.4607","0.5993","0.7062"
"myframe_S","E1","360","0.1056","0.2085","0.3084","0.4032","0.4945","0.5728","0.7082","0.8046"
"myframe_S","E1","600","0.1326","0.2557","0.3824","0.4933","0.6006","0.683","0.8104","0.8838"
"myframe_S","E1","1000","0.1635","0.3216","0.4737","0.6042","0.7118","0.7964","0.8995","0.9467"
"myframe_S","E2","10","0.0449","0.0975","0.145","0.1944","0.2437","0.2926","0.3909","0.4963"
"myframe_S","E2","15","0.0615","0.128","0.192","0.2511","0.3117","0.3722","0.4931","0.6033"
"myframe_S","E2","30","0.0831","0.1749","0.2618","0.3482","0.4295","0.5041","0.6436","0.7507"
"myframe_S","E2","45","0.1129","0.2228","0.3283","0.4194","0.5181","0.6002","0.739","0.8384"
"myframe_S","E2","80","0.146","0.283","0.4155","0.5331","0.6368","0.7275","0.8514","0.9205"
"myframe_S","E2","130","0.184","0.3582","0.5161","0.6496","0.7558","0.8419","0.9344","0.9708"
"myframe_S","E2","215","0.2361","0.4591","0.6381","0.7749","0.8689","0.9292","0.9781","0.9938"
"myframe_S","E2","360","0.305","0.566","0.7607","0.8801","0.9458","0.9776","0.9955","0.9992"
"myframe_S","E2","600","0.3824","0.6833","0.8693","0.9528","0.9859","0.9956","0.9997","1"
"myframe_S","E2","1000","0.4861","0.7999","0.949","0.9892","0.998","0.9996","1","1"
"myframe_S","E3","10","0.0877","0.1697","0.2482","0.331","0.4104","0.4858","0.6204","0.7347"
"myframe_S","E3","15","0.1103","0.2196","0.3237","0.4207","0.515","0.604","0.7452","0.8453"
"myframe_S","E3","30","0.1547","0.3089","0.4441","0.5707","0.6781","0.7662","0.8822","0.9371"
"myframe_S","E3","45","0.1912","0.3693","0.5327","0.6695","0.7743","0.8505","0.9399","0.9742"
"myframe_S","E3","80","0.2581","0.4873","0.6681","0.8074","0.8942","0.9436","0.9842","0.9958"
"myframe_S","E3","130","0.3113","0.5836","0.7802","0.896","0.9551","0.9815","0.997","0.9995"
"myframe_S","E3","215","0.4037","0.7104","0.8868","0.9646","0.9893","0.9968","0.9997","1"
"myframe_S","E3","360","0.5098","0.828","0.9565","0.9924","0.9987","0.9996","1","1"
"myframe_S","E3","600","0.6235","0.919","0.9898","0.9992","1","1","1","1"
"myframe_S","E3","1000","0.7443","0.9757","0.999","1","1","1","1","1"
"myframe_S","E4","10","0.1329","0.2734","0.4043","0.52","0.6332","0.7223","0.8516","0.9146"
"myframe_S","E4","15","0.1526","0.3092","0.4501","0.5795","0.6918","0.7813","0.8929","0.9401"
"myframe_S","E4","30","0.2228","0.4338","0.6159","0.754","0.8503","0.9115","0.97","0.9888"
"myframe_S","E4","45","0.2637","0.5047","0.6892","0.8204","0.9044","0.9505","0.9848","0.9949"
"myframe_S","E4","80","0.353","0.6515","0.8313","0.9306","0.9745","0.9902","0.9984","0.9999"
"myframe_S","E4","130","0.4409","0.7679","0.9216","0.976","0.9939","0.9986","0.9999","1"
"myframe_S","E4","215","0.5359","0.8606","0.9748","0.9967","0.9992","0.9999","1","1"
"myframe_S","E4","360","0.6683","0.9454","0.9954","0.9997","1","1","1","1"
"myframe_S","E4","600","0.7874","0.9879","0.9999","1","1","1","1","1"
"myframe_S","E4","1000","0.8892","0.9978","1","1","1","1","1","1"
"myframe_S","E5","10","0.1641","0.3179","0.459","0.5925","0.701","0.7894","0.8993","0.9463"
"myframe_S","E5","15","0.2018","0.3859","0.5588","0.6958","0.8028","0.8724","0.9456","0.9796"
"myframe_S","E5","30","0.2774","0.5306","0.7294","0.8554","0.9312","0.9663","0.9919","0.9982"
"myframe_S","E5","45","0.3369","0.628","0.8263","0.9254","0.9735","0.9889","0.9981","0.9999"
"myframe_S","E5","80","0.4503","0.7632","0.9233","0.9825","0.9966","0.999","1","1"
"myframe_S","E5","130","0.5529","0.8683","0.9761","0.9971","0.9994","0.9999","1","1"
"myframe_S","E5","215","0.6719","0.9529","0.9975","0.9999","1","1","1","1"
