"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50"
"myframe_S","E1","10","0.0294","0.0592","0.0912","0.125","0.156","0.1922","0.2781","0.3717"
"myframe_S","E1","15","0.0395","0.0766","0.1148","0.1571","0.1987","0.243","0.3379","0.4549"
"myframe_S","E1","30","0.0575","0.116","0.1723","0.2274","0.2856","0.3422","0.4688","0.6026"
"myframe_S","E1","45","0.068","0.1371","0.2058","0.2768","0.3548","0.4302","0.5722","0.6931"
"myframe_S","E1","80","0.0903","0.1824","0.2757","0.3698","0.457","0.5385","0.6892","0.7859"
"myframe_S","E1","130","0.1192","0.2407","0.3555","0.462","0.5642","0.6503","0.7861","0.8529"
"myframe_S","E1","215","0.1475","0.2996","0.4436","0.5647","0.6787","0.7633","0.867","0.915"
"myframe_S","E1","360","0.1941","0.3829","0.5492","0.6904","0.7969","0.8665","0.9316","0.9609"
"myframe_S","E1","600","0.2506","0.4747","0.6692","0.8079","0.8893","0.9385","0.9765","0.9892"
"myframe_S","E1","1000","0.3218","0.5987","0.7916","0.9","0.9542","0.9771","0.9954","0.9993"
"myframe_S","E2","10","0.1074","0.2055","0.3052","0.4074","0.5029","0.5918","0.739","0.8133"
"myframe_S","E2","15","0.1332","0.2683","0.3946","0.5131","0.6172","0.7064","0.8296","0.8786"
"myframe_S","E2","30","0.1874","0.362","0.5214","0.6589","0.7627","0.8373","0.9153","0.949"
"myframe_S","E2","45","0.2239","0.4416","0.6235","0.7692","0.8618","0.9169","0.9595","0.9797"
"myframe_S","E2","80","0.3035","0.564","0.7602","0.8829","0.9423","0.9705","0.9912","0.9981"
"myframe_S","E2","130","0.3736","0.6727","0.8609","0.9471","0.9787","0.9907","0.9983","0.9999"
"myframe_S","E2","215","0.478","0.798","0.9428","0.985","0.9962","0.9987","1","1"
"myframe_S","E2","360","0.596","0.9004","0.9861","0.9984","1","1","1","1"
"myframe_S","E2","600","0.7135","0.9651","0.9983","1","1","1","1","1"
"myframe_S","E2","1000","0.8337","0.9952","0.9998","1","1","1","1","1"
"myframe_S","E3","10","0.2188","0.4307","0.6064","0.7392","0.8379","0.899","0.9527","0.9769"
"myframe_S","E3","15","0.2746","0.52","0.7254","0.85","0.918","0.9551","0.9868","0.997"
"myframe_S","E3","30","0.3945","0.697","0.8715","0.9505","0.9808","0.9924","0.9995","1"
"myframe_S","E3","45","0.4682","0.7903","0.9341","0.9818","0.9949","0.9987","0.9999","1"
"myframe_S","E3","80","0.598","0.9033","0.9863","0.9985","0.9997","1","1","1"
"myframe_S","E3","130","0.7155","0.9648","0.9973","0.9999","0.9999","1","1","1"
"myframe_S","E3","215","0.8386","0.9919","0.9997","1","1","1","1","1"
"myframe_S","E3","360","0.928","0.9991","1","1","1","1","1","1"
"myframe_S","E3","600","0.9755","1","1","1","1","1","1","1"
"myframe_S","E3","1000","0.9965","1","1","1","1","1","1","1"
"myframe_S","E4","10","0.4585","0.7829","0.9394","0.9898","0.9986","0.9999","1","1"
"myframe_S","E4","15","0.5225","0.8508","0.9694","0.9965","0.9998","0.9999","0.9999","0.9999"
"myframe_S","E4","30","0.6968","0.963","0.9973","1","1","1","1","1"
"myframe_S","E4","45","0.7839","0.986","0.9997","1","1","1","1","1"
"myframe_S","E4","80","0.9032","0.9983","1","1","1","1","1","1"
"myframe_S","E4","130","0.9665","1","1","1","1","1","1","1"
"myframe_S","E4","215","0.9937","1","1","1","1","1","1","1"
"myframe_S","E4","360","0.9998","1","1","1","1","1","1","1"
"myframe_S","E4","600","1","1","1","1","1","1","1","1"
"myframe_S","E4","1000","1","1","1","1","1","1","1","1"
"myframe_S","E5","10","0.3834","0.6832","0.867","0.9555","0.9904","0.9986","1","1"
"myframe_S","E5","15","0.4414","0.7583","0.9253","0.9838","0.9967","0.9996","1","1"
"myframe_S","E5","30","0.571","0.8856","0.9831","0.9985","1","1","1","1"
"myframe_S","E5","45","0.6553","0.9427","0.9961","0.9999","1","1","1","1"
"myframe_S","E5","80","0.7975","0.9878","0.9998","1","1","1","1","1"
"myframe_S","E5","130","0.8846","0.9983","1","1","1","1","1","1"
"myframe_S","E5","215","0.9625","1","1","1","1","1","1","1"
"myframe_S","E5","360","0.9915","1","1","1","1","1","1","1"
