"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50"
"myframe_S","E1","10","0.0222","0.0426","0.0645","0.0811","0.1019","0.1254","0.1678","0.2162"
"myframe_S","E1","15","0.0253","0.0505","0.0755","0.0994","0.1267","0.1546","0.2089","0.2716"
"myframe_S","E1","30","0.0357","0.0718","0.1069","0.1436","0.1843","0.2212","0.2993","0.3793"
"myframe_S","E1","45","0.0468","0.0943","0.1372","0.18","0.2248","0.2746","0.3687","0.4643"
"myframe_S","E1","80","0.0617","0.1221","0.1814","0.2392","0.2986","0.3549","0.4656","0.5785"
"myframe_S","E1","130","0.0775","0.1526","0.2289","0.3026","0.3725","0.4413","0.5705","0.673"
"myframe_S","E1","215","0.0955","0.1986","0.2952","0.3836","0.4644","0.5463","0.6796","0.7708"
"myframe_S","E1","360","0.1217","0.2459","0.3608","0.4688","0.5667","0.6453","0.7716","0.8486"
"myframe_S","E1","600","0.1625","0.3115","0.4491","0.5665","0.6627","0.7445","0.8525","0.9173"
"myframe_S","E1","1000","0.1962","0.3785","0.5346","0.6653","0.7597","0.8301","0.9141","0.9609"
"myframe_S","E2","10","0.0649","0.1307","0.1986","0.2689","0.3339","0.4015","0.524","0.6273"
"myframe_S","E2","15","0.0862","0.1674","0.2506","0.3322","0.4105","0.488","0.6281","0.7414"
"myframe_S","E2","30","0.1182","0.2376","0.3517","0.4566","0.5575","0.64","0.7823","0.8738"
"myframe_S","E2","45","0.1476","0.2914","0.4253","0.5493","0.6599","0.7477","0.8691","0.9329"
"myframe_S","E2","80","0.197","0.379","0.5459","0.6847","0.7886","0.8659","0.9491","0.9786"
"myframe_S","E2","130","0.2483","0.4743","0.6613","0.7996","0.8911","0.9438","0.985","0.9946"
"myframe_S","E2","215","0.3216","0.5925","0.7833","0.8975","0.9564","0.9834","0.9973","0.9998"
"myframe_S","E2","360","0.4104","0.7276","0.8974","0.971","0.9917","0.9972","0.9997","1"
"myframe_S","E2","600","0.5138","0.8322","0.9619","0.9943","0.9996","1","1","1"
"myframe_S","E2","1000","0.6274","0.9254","0.9932","0.9995","1","1","1","1"
"myframe_S","E3","10","0.1375","0.2716","0.4039","0.5262","0.6316","0.7168","0.8457","0.9121"
"myframe_S","E3","15","0.1807","0.3553","0.514","0.6416","0.7448","0.8263","0.9194","0.9614"
"myframe_S","E3","30","0.2579","0.4714","0.6577","0.7941","0.8816","0.9323","0.9791","0.993"
"myframe_S","E3","45","0.3023","0.5635","0.7617","0.8759","0.9433","0.9726","0.9935","0.9988"
"myframe_S","E3","80","0.3924","0.6983","0.8778","0.9591","0.9863","0.9961","0.9998","1"
"myframe_S","E3","130","0.4905","0.8122","0.9517","0.9893","0.9975","0.9996","1","1"
"myframe_S","E3","215","0.5973","0.9027","0.9841","0.9985","0.9999","1","1","1"
"myframe_S","E3","360","0.7256","0.9709","0.9983","0.9999","1","1","1","1"
"myframe_S","E3","600","0.8412","0.9945","0.9999","1","1","1","1","1"
"myframe_S","E3","1000","0.9353","0.9997","1","1","1","1","1","1"
"myframe_S","E4","10","0.213","0.4106","0.5921","0.7334","0.8385","0.9062","0.9652","0.9871"
"myframe_S","E4","15","0.2771","0.5129","0.7124","0.846","0.9213","0.9602","0.9888","0.9972"
"myframe_S","E4","30","0.3726","0.6652","0.8568","0.9467","0.9795","0.993","0.9992","1"
"myframe_S","E4","45","0.4529","0.7662","0.9249","0.9815","0.9955","0.9987","1","1"
"myframe_S","E4","80","0.5698","0.8931","0.9833","0.9982","0.9998","1","1","1"
"myframe_S","E4","130","0.6909","0.9577","0.9967","0.9998","1","1","1","1"
"myframe_S","E4","215","0.8107","0.9923","0.9999","1","1","1","1","1"
"myframe_S","E4","360","0.9079","0.9994","1","1","1","1","1","1"
"myframe_S","E4","600","0.9766","1","1","1","1","1","1","1"
"myframe_S","E4","1000","0.9967","1","1","1","1","1","1","1"
"myframe_S","E5","10","0.3355","0.6162","0.8118","0.9237","0.9771","0.9941","0.9993","0.9999"
"myframe_S","E5","15","0.4302","0.7463","0.9147","0.9781","0.996","0.9995","1","1"
"myframe_S","E5","30","0.5792","0.8928","0.9861","0.9983","0.9999","1","1","1"
"myframe_S","E5","45","0.6826","0.9559","0.9969","0.9999","1","1","1","1"
"myframe_S","E5","80","0.8261","0.9926","0.9998","1","1","1","1","1"
"myframe_S","E5","130","0.9191","0.9991","1","1","1","1","1","1"
"myframe_S","E5","215","0.9714","1","1","1","1","1","1","1"
"myframe_S","E5","360","0.9959","1","1","1","1","1","1","1"
"myframe_S","E5","600","0.9996","1","1","1","1","1","1","1"
"myframe_S","E5","1000","1","1","1","1","1","1","1","1"
"myframe_S","E6","10","0.4776","0.7998","0.9483","0.9899","0.9985","1","1","1"
"myframe_S","E6","15","0.5794","0.8947","0.9843","0.9987","1","1","1","1"
"myframe_S","E6","30","0.7477","0.9794","0.9994","1","1","1","1","1"
"myframe_S","E6","45","0.8422","0.9957","0.9999","1","1","1","1","1"
"myframe_S","E6","80","0.937","0.9995","1","1","1","1","1","1"
"myframe_S","E6","130","0.9799","1","1","1","1","1","1","1"
"myframe_S","E6","215","0.9974","1","1","1","1","1","1","1"
"myframe_S","E6","360","1","1","1","1","1","1","1","1"
"myframe_S","E6","600","1","1","1","1","1","1","1","1"
"myframe_S","E6","1000","1","1","1","1","1","1","1","1"
"myframe_S","E7","10","0.3792","0.6838","0.8593","0.9481","0.9828","0.9948","0.9995","0.9999"
"myframe_S","E7","15","0.48","0.808","0.9449","0.9891","0.9983","0.9998","1","1"
"myframe_S","E7","30","0.6051","0.9063","0.9876","0.9988","0.9998","1","1","1"
"myframe_S","E7","45","0.7237","0.9656","0.9993","1","1","1","1","1"
"myframe_S","E7","80","0.8418","0.9952","0.9999","1","1","1","1","1"
"myframe_S","E7","130","0.9306","0.9998","1","1","1","1","1","1"
"myframe_S","E7","215","0.9813","0.9999","1","1","1","1","1","1"
"myframe_S","E7","360","0.9976","1","1","1","1","1","1","1"
"myframe_S","E7","600","0.9998","1","1","1","1","1","1","1"
"myframe_S","E7","1000","1","1","1","1","1","1","1","1"
"myframe_S","E8","10","0.2773","0.5199","0.7084","0.8491","0.9267","0.9647","0.9943","0.9992"
"myframe_S","E8","15","0.3533","0.6399","0.8279","0.9296","0.9764","0.992","0.9995","1"
"myframe_S","E8","30","0.4455","0.7652","0.9215","0.9793","0.996","0.9996","0.9999","1"
"myframe_S","E8","45","0.5551","0.8738","0.9774","0.9974","0.9998","1","1","1"
"myframe_S","E8","80","0.6781","0.952","0.9974","0.9998","1","1","1","1"
"myframe_S","E8","130","0.7952","0.9887","0.9997","1","1","1","1","1"
"myframe_S","E8","215","0.9003","0.9988","1","1","1","1","1","1"
"myframe_S","E8","360","0.9644","1","1","1","1","1","1","1"
"myframe_S","E8","600","0.9938","1","1","1","1","1","1","1"
"myframe_S","E8","1000","0.9994","1","1","1","1","1","1","1"
"myframe_S","E9","10","0.0379","0.0822","0.1242","0.1687","0.2125","0.2598","0.3564","0.4537"
"myframe_S","E9","15","0.0512","0.1071","0.1607","0.215","0.272","0.3215","0.4424","0.5587"
"myframe_S","E9","30","0.0764","0.1593","0.2405","0.3192","0.3929","0.4707","0.6143","0.7355"
"myframe_S","E9","45","0.1001","0.1897","0.2833","0.3817","0.4788","0.5639","0.7216","0.837"
"myframe_S","E9","80","0.121","0.248","0.3713","0.4957","0.607","0.7072","0.8599","0.9384"
"myframe_S","E9","130","0.1554","0.3091","0.462","0.5983","0.7255","0.8269","0.9424","0.9825"
"myframe_S","E9","215","0.1878","0.3786","0.5494","0.7053","0.8315","0.9134","0.9851","0.997"
"myframe_S","E9","360","0.2108","0.4344","0.6307","0.8015","0.9148","0.9703","0.9985","0.9997"
"myframe_S","E9","600","0.2417","0.485","0.7143","0.8804","0.9671","0.9946","0.9999","1"
"myframe_S","E9","1000","0.2286","0.5127","0.7792","0.9421","0.9935","0.9996","1","1"
"myframe_S","E10","10","0.1002","0.2018","0.3059","0.3989","0.4907","0.5736","0.709","0.7964"
"myframe_S","E10","15","0.135","0.2643","0.3788","0.4828","0.5807","0.6637","0.7942","0.868"
"myframe_S","E10","30","0.1852","0.3494","0.5077","0.6467","0.7505","0.825","0.9113","0.9497"
"myframe_S","E10","45","0.2203","0.4291","0.6013","0.7337","0.8262","0.892","0.9513","0.9775"
