"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50"
"myframe_S","E1","10","0.0307","0.0596","0.0933","0.126","0.1607","0.2001","0.2797","0.3817"
"myframe_S","E1","15","0.0394","0.0772","0.115","0.1546","0.1969","0.2428","0.3409","0.4495"
"myframe_S","E1","30","0.0571","0.1122","0.1712","0.2307","0.2939","0.3585","0.4838","0.608"
"myframe_S","E1","45","0.0709","0.1419","0.214","0.2843","0.3541","0.4278","0.5704","0.6868"
"myframe_S","E1","80","0.0981","0.1977","0.2888","0.3808","0.4679","0.5485","0.7011","0.7965"
"myframe_S","E1","130","0.1235","0.2386","0.3573","0.4628","0.5641","0.6548","0.7879","0.8543"
"myframe_S","E1","215","0.1613","0.3088","0.4473","0.575","0.6774","0.7644","0.8694","0.9149"
"myframe_S","E1","360","0.1941","0.3779","0.5413","0.6791","0.7903","0.8609","0.9335","0.9599"
"myframe_S","E1","600","0.2538","0.4923","0.6761","0.8129","0.8928","0.9399","0.9744","0.9914"
"myframe_S","E1","1000","0.3257","0.5978","0.7889","0.8985","0.9526","0.9749","0.9941","0.9987"
"myframe_S","E2","10","0.0863","0.1716","0.261","0.3521","0.4364","0.52","0.6726","0.7778"
"myframe_S","E2","15","0.1097","0.2208","0.3363","0.4465","0.5474","0.6398","0.7779","0.8485"
"myframe_S","E2","30","0.1638","0.3208","0.4668","0.6008","0.7138","0.7985","0.8951","0.9373"
"myframe_S","E2","45","0.2009","0.3856","0.5544","0.6982","0.8011","0.8717","0.9413","0.9675"
"myframe_S","E2","80","0.2654","0.5117","0.7007","0.8369","0.9133","0.9513","0.9812","0.994"
"myframe_S","E2","130","0.3371","0.6191","0.8091","0.9205","0.9625","0.9845","0.9964","0.9994"
"myframe_S","E2","215","0.4195","0.7437","0.9111","0.9746","0.9923","0.9982","0.9999","1"
"myframe_S","E2","360","0.5339","0.8576","0.9711","0.9951","0.9989","0.9993","1","1"
"myframe_S","E2","600","0.648","0.9409","0.9936","0.9993","0.9998","1","1","1"
"myframe_S","E2","1000","0.7805","0.9852","0.9995","1","1","1","1","1"
"myframe_S","E3","10","0.1848","0.3609","0.5238","0.6672","0.7838","0.8599","0.935","0.9698"
"myframe_S","E3","15","0.2287","0.4354","0.6239","0.7684","0.8664","0.9253","0.976","0.9922"
"myframe_S","E3","30","0.2885","0.5419","0.7409","0.8751","0.9424","0.9736","0.9954","0.9992"
"myframe_S","E3","45","0.3612","0.6578","0.8517","0.9445","0.9808","0.9939","0.9996","1"
"myframe_S","E3","80","0.4648","0.7832","0.9336","0.9842","0.9964","0.9993","1","1"
"myframe_S","E3","130","0.5822","0.8954","0.9826","0.9984","0.9997","1","1","1"
"myframe_S","E3","215","0.7057","0.9589","0.9964","0.9998","1","1","1","1"
"myframe_S","E3","360","0.8171","0.9902","0.9998","1","1","1","1","1"
"myframe_S","E3","600","0.9127","0.9992","1","1","1","1","1","1"
"myframe_S","E3","1000","0.974","0.9999","1","1","1","1","1","1"
"myframe_S","E4","10","0.281","0.5349","0.7352","0.8743","0.9493","0.9816","0.9987","0.9999"
"myframe_S","E4","15","0.3925","0.705","0.8929","0.9711","0.9944","0.9994","1","1"
"myframe_S","E4","30","0.4966","0.8243","0.96","0.995","0.9996","1","1","1"
"myframe_S","E4","45","0.6061","0.9151","0.9914","0.9992","1","1","1","1"
"myframe_S","E4","80","0.743","0.9762","0.9985","1","1","1","1","1"
"myframe_S","E4","130","0.849","0.9972","1","1","1","1","1","1"
"myframe_S","E4","215","0.9366","1","1","1","1","1","1","1"
"myframe_S","E4","360","0.9798","1","1","1","1","1","1","1"
"myframe_S","E4","600","0.9974","1","1","1","1","1","1","1"
"myframe_S","E4","1000","1","1","1","1","1","1","1","1"
"myframe_S","E5","10","0.3971","0.7139","0.8981","0.9774","0.9975","0.9997","0.9999","0.9999"
"myframe_S","E5","15","0.4748","0.8096","0.9554","0.993","0.9999","1","1","1"
"myframe_S","E5","30","0.641","0.9311","0.9954","1","1","1","1","1"
"myframe_S","E5","45","0.7344","0.9743","0.9988","1","1","1","1","1"
"myframe_S","E5","80","0.8593","0.9968","1","1","1","1","1","1"
"myframe_S","E5","130","0.937","0.9996","1","1","1","1","1","1"
"myframe_S","E5","215","0.9868","1","1","1","1","1","1","1"
"myframe_S","E5","360","0.9984","1","1","1","1","1","1","1"
"myframe_S","E5","600","1","1","1","1","1","1","1","1"
"myframe_S","E5","1000","1","1","1","1","1","1","1","1"
"myframe_S","E6","10","0.3867","0.699","0.8826","0.9683","0.9954","0.9997","0.9999","0.9999"
"myframe_S","E6","15","0.3868","0.6863","0.8682","0.9536","0.9867","0.9963","0.9999","1"
"myframe_S","E6","30","0.5019","0.8191","0.9545","0.9911","0.9985","0.9999","1","1"
"myframe_S","E6","45","0.5787","0.8857","0.9821","0.9984","0.9999","1","1","1"
"myframe_S","E6","80","0.6736","0.949","0.9969","1","1","1","1","1"
"myframe_S","E6","130","0.795","0.9886","1","1","1","1","1","1"
"myframe_S","E6","215","0.8948","0.9984","1","1","1","1","1","1"
"myframe_S","E6","360","0.9649","1","1","1","1","1","1","1"
"myframe_S","E6","600","0.9916","1","1","1","1","1","1","1"
