"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50"
"myframe_S","E1","10","0.0162","0.0319","0.0488","0.0649","0.0823","0.0989","0.1353","0.173"
"myframe_S","E1","15","0.0187","0.0383","0.0568","0.0754","0.0964","0.1171","0.1615","0.2106"
"myframe_S","E1","30","0.027","0.0538","0.0825","0.1149","0.1452","0.175","0.2366","0.3061"
"myframe_S","E1","45","0.0359","0.0718","0.1077","0.1451","0.1839","0.2203","0.2983","0.376"
"myframe_S","E1","80","0.0488","0.0969","0.1468","0.1968","0.2466","0.2976","0.3933","0.4871"
"myframe_S","E1","130","0.0607","0.1222","0.1829","0.2435","0.3072","0.3653","0.4744","0.581"
"myframe_S","E1","215","0.0839","0.1609","0.2406","0.319","0.3928","0.4675","0.5972","0.7046"
"myframe_S","E1","360","0.1063","0.211","0.3074","0.4026","0.487","0.5642","0.7026","0.7985"
"myframe_S","E1","600","0.1347","0.2601","0.3859","0.499","0.5989","0.6896","0.8132","0.8891"
"myframe_S","E1","1000","0.1658","0.3321","0.4844","0.6077","0.7115","0.7906","0.8942","0.9452"
"myframe_S","E2","10","0.0484","0.0979","0.1491","0.1931","0.2455","0.2945","0.3892","0.4802"
"myframe_S","E2","15","0.0586","0.1243","0.1857","0.2477","0.3096","0.3682","0.4825","0.5909"
"myframe_S","E2","30","0.0869","0.1764","0.2552","0.3369","0.4201","0.4982","0.6348","0.7504"
"myframe_S","E2","45","0.1046","0.2093","0.3136","0.4132","0.5092","0.5934","0.7327","0.8314"
"myframe_S","E2","80","0.1423","0.287","0.4226","0.5421","0.6457","0.7316","0.854","0.9203"
"myframe_S","E2","130","0.1887","0.3633","0.5164","0.6466","0.7555","0.835","0.927","0.9658"
"myframe_S","E2","215","0.2318","0.4477","0.6269","0.7632","0.8596","0.9212","0.9752","0.9906"
"myframe_S","E2","360","0.3059","0.5622","0.7543","0.8761","0.9433","0.9741","0.9943","0.9989"
"myframe_S","E2","600","0.381","0.6774","0.8645","0.9508","0.9844","0.9957","0.9996","1"
"myframe_S","E2","1000","0.478","0.7973","0.9444","0.988","0.9974","0.9996","1","1"
"myframe_S","E3","10","0.0919","0.1821","0.2696","0.3595","0.4444","0.5225","0.6673","0.7723"
"myframe_S","E3","15","0.1134","0.2288","0.3386","0.4492","0.5473","0.636","0.7689","0.8566"
"myframe_S","E3","30","0.1629","0.3158","0.4563","0.5844","0.691","0.7758","0.8863","0.9397"
"myframe_S","E3","45","0.1933","0.3854","0.547","0.6919","0.7966","0.8688","0.9466","0.975"
"myframe_S","E3","80","0.2587","0.4931","0.6836","0.8154","0.8984","0.9471","0.9842","0.9953"
"myframe_S","E3","130","0.3363","0.6039","0.7951","0.9079","0.9583","0.9805","0.9964","0.9996"
"myframe_S","E3","215","0.4178","0.7228","0.8952","0.962","0.987","0.996","0.9997","1"
"myframe_S","E3","360","0.5205","0.8333","0.9606","0.9903","0.9984","0.9996","1","1"
"myframe_S","E3","600","0.6308","0.9247","0.9917","0.9993","0.9999","1","1","1"
"myframe_S","E3","1000","0.7445","0.976","0.9993","1","1","1","1","1"
"myframe_S","E4","10","0.1368","0.267","0.3889","0.5027","0.6129","0.7014","0.8298","0.8904"
"myframe_S","E4","15","0.1669","0.3209","0.4724","0.6095","0.7132","0.7977","0.9006","0.9455"
