dbh,biomass
74.88810624,3568.335352
90.15324151,6777.307621
53.50880187,2360.35663
48.64338076,1788.454069
80.92504029,5351.77079
66.25579385,2672.13706
33.44205221,650.1670954
58.7606684,2623.639785
97.98301586,7487.256318
60.23045963,2621.663004
60.54346327,2804.418575
28.54611943,605.1191275
47.30089625,987.0716201
72.79679974,2866.705317
71.75051444,3519.911768
65.35813116,1955.781219
39.92877184,1224.040958
35.74024411,722.7559222
84.57014259,5536.643687
49.54891068,1652.431786
20.89906588,196.4378527
79.24398503,4913.777713
66.2104327,3638.928537
39.40357756,790.5921543
39.3985265,904.7471668
15.60144125,137.5486409
86.64161832,5023.620413
24.44605762,264.7736772
61.28317166,1900.596629
84.39121648,6309.652146
45.54776879,1309.021392
59.00655208,2560.068575
64.0375851,3390.086717
88.47520858,4218.751462
26.79361139,344.7176645
75.63974706,2803.668038
23.05172561,187.2369444
62.54587632,2079.628486
29.76591981,606.996576
99.47261772,8233.539629
39.56141086,979.4103076
63.96035773,2956.551778
98.39380345,6551.38199
78.37616472,4776.758411
39.90677389,835.5386595
23.90893215,225.5189905
81.3439799,4066.39735
65.39945656,2113.122682
98.73440367,4595.562478
17.95482178,145.765714
96.38229926,6593.389301
13.28160426,71.51615495
56.8266419,1300.140155
85.43747138,3377.771025
25.3054262,280.871755
90.27916146,5856.238705
33.40149911,661.353857
88.95361266,4003.315829
71.22322172,2866.842712
17.47710167,166.3324957
46.21428623,1222.79026
78.80863949,2789.47718
37.91010991,698.8025413
94.63586916,6855.614022
53.17512768,1274.448115
70.0439452,3015.547298
53.49880615,2379.402686
68.68181727,2394.294628
71.247423,3797.079929
99.62741648,6296.474365
95.29353274,4164.186081
97.21769845,6062.187573
61.13868595,1821.581597
29.00869291,419.2921832
75.43393003,2603.405185
12.63518122,95.43708657
33.6457257,455.3790458
31.47598238,689.9615011
31.88027378,610.157953
70.35915807,3016.145552
35.64908763,666.8141119
82.84102493,3869.453062
77.77575641,2916.696249
27.89920255,504.2521685
77.20978961,3394.153507
46.06566672,1195.7242
83.52376389,5365.340523
94.02152535,8003.949155
31.95482836,692.3682724
58.58589575,2753.550332
69.0861583,3231.429596
60.84844565,1546.461584
91.57043248,4291.867527
61.75792606,2261.684552
82.73599122,5685.658284
43.56032957,942.2286259
84.13649272,2814.133399
66.63475355,2681.663382
67.04562616,2459.486704
82.01693996,6248.144873
60.12365005,2102.214199
53.39885455,1615.455033
92.31657359,4712.666285
54.95155425,1872.088741
61.61274896,2415.238894
16.96051132,141.2861459
23.70011747,332.195395
79.13202824,4078.737133
30.64480183,542.1837288
25.80892406,448.3034289
43.38221964,912.7601391
98.48879512,7627.363535
16.83128834,109.52786
97.50368917,7067.207413
69.73114367,3234.896394
34.5912248,597.0438889
79.94748529,2796.750306
48.17372527,1225.405992
39.78991256,963.6283344
88.27878529,5526.892251
22.68086672,212.280695
31.59576066,423.3192206
67.80723431,3516.74486
43.84550315,1488.517185
32.31189574,594.5859842
39.88342502,1024.134317
71.44955796,1992.540001
21.56195908,237.6521287
56.77808683,1529.027673
21.60440985,251.408836
56.52391711,1645.73207
67.6647114,1987.245848
46.10851416,1147.725804
44.08053966,890.6434146
55.77752718,2079.040712
28.8670379,448.7152448
80.1867725,3678.488606
40.96820762,1033.017237
39.0553313,561.5430713
40.10738841,820.1925085
16.51698445,123.9576088
55.05879839,2331.196715
96.59041305,8559.81204
95.81153266,4462.424161
75.33340413,4654.899692
89.29479783,4569.09009
50.78599614,1015.369107
97.22968278,3861.592714
75.70183401,5231.090002
53.60949325,1668.864347
55.05566089,2109.912534
59.95230809,2080.364126
95.06276424,6352.321334
28.76862116,555.1147029
79.31018846,3537.0498
89.07239534,5568.995602
87.18745116,4778.930966
80.91726356,4164.883915
63.30274927,2808.052286
49.80052776,2028.762642
97.28929088,6451.861015
73.39496461,2789.923039
33.1062051,684.7144713
67.06435927,3798.43392
24.15419059,383.1296519
36.52848987,528.7636572
15.37626848,80.12334092
70.99360954,2479.965062
44.77535755,733.2238039
66.01011906,1937.855996
94.97558828,6336.882734
71.31263472,4299.521095
86.87231809,6020.505253
42.03089861,620.5372639
25.55619678,293.4294745
51.29101342,1886.474176
57.29863669,1514.006932
15.64039577,101.5111598
33.79472987,422.8422776
92.09823214,5129.171748
74.11771112,3034.258809
43.06517099,785.5259824
77.13890115,4596.039221
12.69495157,93.05338515
27.33198464,337.6132033
93.82369462,6084.160047
22.1208177,253.2934752
14.86755891,74.81807182
16.1742914,131.3074077
67.62246491,3551.330938
27.00947484,430.2620008
53.75352011,1272.3378
43.57499076,1143.92671
19.65257234,189.8515301
42.69817605,645.0396071
69.47829818,3300.87326
58.14946095,2178.381263
28.80643312,429.1070261
69.13056349,2443.385312
70.37620857,3547.080825
55.61569384,2178.546739
67.02497113,3429.542677
36.25652453,666.560339
49.93541575,1965.968562
32.49371165,761.2135202
20.69840853,202.8158021
26.44321327,373.8998989
79.85315965,3999.956763
41.73394576,1026.967585
83.62038707,6496.158695
56.52755467,1679.311523
34.95621995,842.6699709
