dbh,biomass
58.74717169,2789.93323
32.83921687,567.8130914
44.21945231,1260.630051
26.17779099,413.1400317
33.56751217,460.7831798
43.08770319,867.5915784
35.20820502,752.5083957
71.48458468,2443.969219
37.50964793,1087.165619
47.50175514,795.2074414
55.37398073,2179.359177
52.35882075,1799.206957
59.14505676,1301.568423
33.51707955,854.5033219
58.69325703,1949.228063
52.35328278,2156.730394
36.54226559,674.2831063
49.30274393,1362.544327
35.36823177,745.1699418
50.6367277,1391.94673
33.7910667,503.5557811
47.07401167,1271.496202
58.90259675,2175.587868
54.38540988,2520.508948
58.49063313,2120.748654
59.52283446,1282.579852
44.25392282,712.8557364
34.56041532,898.9247692
19.78596363,207.6652067
49.77177187,1722.361221
42.53068462,1217.523721
33.69100764,498.7505811
47.74950095,1884.007343
66.74388404,3809.749014
37.5005311,826.9297763
40.15744025,598.3817939
65.29374975,3627.194944
45.27764478,1206.102478
39.12913991,781.8439114
46.6837249,1222.590973
61.59009984,1856.031526
42.18073587,1026.665888
32.50549318,805.066236
31.75314414,497.5806112
38.87140332,993.8565595
28.70660597,309.0715714
38.14429665,511.9066788
68.74436421,2375.386362
32.68276955,547.5059945
28.43286473,417.2136522
37.45146773,460.5832331
29.82956518,351.6062252
37.33550048,841.43473
37.11907629,974.7859738
32.71928142,760.685477
49.73979065,2031.545005
52.67716952,1479.186139
40.59764143,897.6168451
39.71226041,1026.702529
40.21058838,1225.288417
54.74262564,2407.278892
13.20923157,52.76389218
41.20052222,1000.777286
33.8278096,709.5885944
56.33092703,1416.935958
58.39899873,1641.823383
27.7536021,538.9485959
50.62724515,1183.675151
58.22778571,1758.627042
48.12117936,1186.987837
55.27834632,1940.36646
63.20349708,2686.395237
30.67775717,517.1911577
52.98803899,1740.860333
68.38476099,2899.690433
60.65756475,1681.505751
42.49748051,1414.803998
31.34089193,581.3099812
58.88203276,2056.714919
37.57717227,831.3030829
26.76852826,430.2405193
36.44464314,498.2874154
33.09728469,451.6996979
51.37601511,1877.741528
54.53124772,1671.388346
47.40635951,1016.977785
39.18743395,1144.43978
27.06620077,433.0744611
33.96597335,633.8204527
47.6096981,830.5411925
50.71159016,2176.034885
45.33170422,1314.686609
64.22480488,2463.707595
56.85762361,1691.589401
28.45672363,401.8972376
67.89358152,2394.91543
45.53040495,1486.188647
63.72836226,2643.302587
25.29451582,389.8316727
34.15621898,775.0810281
25.16061526,201.4709915
34.12275378,802.3901863
68.19198514,2757.824526
47.98067777,1234.720201
37.07980181,1070.939424
49.86534905,1146.711826
34.33199389,534.5627599
49.63281622,1782.216116
39.45016415,987.7915034
45.91507773,1462.525545
43.08505833,811.3992134
55.24261409,1345.309097
36.7488833,861.1364263
43.16326133,785.0902427
52.84610337,1604.119187
13.32307405,109.8077424
63.15838722,2345.948689
39.75545836,1085.625588
22.47445678,202.8320453
31.15686926,596.3408482
59.27207676,1326.50357
55.71421381,1371.050591
45.85848842,888.4132036
50.58641042,1287.052321
52.13292326,1610.449839
47.57645322,826.163845
66.23890712,1935.740695
48.00315719,1204.767141
36.33482772,785.0800741
51.78185397,1665.235991
60.91333208,3234.628378
82.1439544,5343.728755
49.04806683,1773.567247
57.99832395,1301.330355
49.89138726,1626.479696
21.09634655,263.1166446
47.27776914,1061.606149
61.39462931,2107.489688
32.3550627,558.2171259
48.23632372,1261.815555
40.54025168,791.9980499
33.06919264,735.2684002
38.84323437,852.2567237
62.47572558,1918.808652
65.73914404,2406.084313
19.87664161,206.1091227
51.35521406,1753.024197
43.70273496,1355.664542
55.52648808,1631.967754
62.1393123,2036.713752
39.65511493,680.1317469
44.97541953,1368.890456
32.70607114,700.3462577
38.71673495,969.8146798
73.60363698,2236.514423
32.09197971,446.2322444
36.6432047,524.2777436
55.01039763,1981.626886
57.2674064,2320.63502
50.36507235,1422.877285
23.87555116,378.094079
31.43780526,571.0056617
37.44496596,935.4267224
31.37244586,440.9028012
31.43634139,317.4353632
41.34975297,1125.550795
41.85118369,986.9822285
45.72389527,1449.074537
50.9175983,1405.074468
43.81592559,958.7633063
55.36595088,1807.806729
54.05597177,2229.448573
52.20908455,2258.321692
58.98266562,1920.591986
37.72464227,720.1669862
39.76707482,976.6322902
42.67707418,1311.891335
39.01439946,857.5306122
46.20402507,1395.484469
60.58874377,2508.417747
37.70277102,902.8615274
54.80188469,1937.295053
46.9912976,1327.317938
56.00046478,2021.741428
33.28534029,611.2350684
43.76170746,1305.330187
45.09464285,1104.113434
47.40401041,1144.920436
67.70951726,2061.074983
40.21697185,995.8067869
63.78016863,2173.027491
41.80044952,709.6479226
56.59772396,2624.738177
67.50335028,3337.864017
37.95978932,1019.64148
36.11657378,675.0190564
66.81054148,3325.722094
64.20976673,2496.043384
54.29270341,2518.021634
53.84725852,1490.309255
48.55265948,1977.909537
37.42885214,525.8682932
51.33147242,1717.141484
49.13163381,1404.204751
56.70753648,2327.692965
49.65107138,1040.891492
33.73116951,677.7861915
50.48453022,969.0252161
35.9937241,806.8683943
27.48113213,467.3730501
59.92403485,1993.989827
22.86186951,309.1787653
46.85039258,995.7581218
35.86261666,900.836415
37.96980649,630.1919707
54.44262924,1903.279893
48.548593,995.7446373
50.83963939,1255.023992
15.09990146,131.5044112
69.80369387,3906.369654
47.43802828,1128.005034
47.99679184,1426.433961
29.29415119,584.3899568
47.17514534,1105.024486
34.78456085,876.3397544
35.61410186,993.5598639
67.21993869,1739.582187
29.19771379,587.2200836
50.7349751,1677.585105
41.11632033,1266.365642
28.91401881,301.5226149
39.83128572,580.7249341
32.89600606,620.8620509
30.7691263,380.6315084
31.76367565,320.4090747
51.29162021,1175.944325
45.80194339,898.0339996
26.91760472,333.800117
60.57444615,2125.150309
59.37674155,1570.771158
54.45581431,1584.290499
42.42852565,1123.840258
49.9830351,1577.87331
60.89320044,2003.812569
32.00373765,406.9767664
55.578312,1404.259961
28.56351113,447.177128
63.52206815,1900.817634
27.50751474,269.8654204
30.33106213,554.723037
56.23828828,1358.263008
46.99297423,928.3492429
38.62551694,670.9469836
68.16434419,2766.015202
40.59216945,815.855001
33.97843885,496.9212088
53.49780775,1441.568623
38.3313671,626.9534067
39.39691037,834.075107
66.31811479,2475.429175
61.91660485,1783.086373
64.89895896,2729.529716
37.31155607,757.203965
64.47608547,2804.366599
57.54536341,1207.824439
40.67285646,744.4127036
33.4561515,662.7009146
49.42189057,1006.775519
51.20884749,1233.523942
40.00370087,800.116098
32.24119484,421.7967015
38.49359943,1094.667393
52.33708465,1787.576041
47.15980283,1401.618742
16.00197461,123.4433127
41.44962916,904.6356163
42.40874245,1406.352141
48.57638134,1093.581094
67.63226894,3365.60119
20.87783373,147.7192438
37.6185387,695.8574868
38.27533018,588.8494494
41.41654473,879.9089395
44.58728389,1193.515577
71.37430678,4407.522458
34.32635131,674.9636948
62.88193477,2293.722951
28.25028048,380.6786303
41.10116323,837.6673542
44.12460394,851.0898251
25.31077113,446.6703438
55.54099056,1702.554624
40.21826442,853.6830701
53.78839739,1920.075059
30.39447053,411.3054401
41.20335168,565.3778138
45.80264454,1593.27468
42.85772875,919.1644129
44.53504896,979.6078272
42.07046978,616.9255381
39.55071904,965.5195523
29.69296064,474.0651932
41.14349301,995.0457978
37.45827383,922.0010582
65.07386982,3383.314385
33.03831276,807.0436433
25.99012713,392.1356304
42.08736434,1401.520759
28.23484197,428.2448063
50.93110067,1655.855019
50.87005285,1241.151297
46.70458698,1755.576918
29.10816671,553.8053711
26.56980069,302.5614612
32.24120011,491.5729651
29.80940636,396.5180965
49.62654783,1866.164803
41.7341477,1020.646339
22.36882162,328.2564051
50.38454768,1879.127504
58.30960024,2604.553802
60.39828293,3082.709107
44.09567985,940.5072537
34.16912166,402.2225673
37.59444331,775.9019245
35.47948414,524.8360783
53.42028373,1533.822498
48.51131281,1751.609843
28.08185221,355.2200153
39.61475244,773.5792984
64.45740839,2228.007607
30.68754014,439.2463628
42.54870802,1140.600881
60.06242802,1537.157166
31.35952817,559.5904627
57.28035483,2327.615523
57.06029695,2626.751685
63.14961939,2732.647457
36.03915966,683.6534476
24.76060239,350.1960109
34.92233949,850.072362
52.62621941,2176.670806
50.28013104,1400.696008
41.8365723,1309.292654
63.69746003,2193.956832
84.98179419,5349.23668
50.29829359,1836.299536
40.35277645,891.5559889
39.95492107,831.1385692
26.89888804,396.9738885
28.81632437,508.4414152
64.31392524,2642.253879
38.32341125,881.9633716
55.25167621,1224.111443
39.40840156,1086.617859
49.05851795,1764.783751
57.63871579,1830.324754
60.91850309,1956.144149
49.36458873,1418.577433
68.78290567,2313.097839
30.75370163,388.6926724
46.81713964,1089.514346
54.82410194,2090.296762
36.8341552,1020.633478
33.64702862,451.4822134
43.05752784,961.857512
31.13598956,349.5129503
37.59999952,813.9604714
47.14956118,1749.006756
43.29471366,1477.460935
